symbol,organ_name,icb_name,exchange
SDU,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Công nghiệp,HNX
TQN,Công ty Cổ phần Thông Quảng Ninh,Nguyên vật liệu,UPCOM
THW,Công ty Cổ phần Cấp nước Tân Hòa,Tiện ích Cộng đồng,UPCOM
TID,Công ty Cổ phần Tổng Công ty Tín Nghĩa,Tài chính,UPCOM
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,Nguyên vật liệu,HOSE
MBS,Công ty Cổ phần Chứng khoán MB,Tài chính,HNX
SEA,Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
SPV,Công ty Cổ phần Thủy Đặc Sản,Hàng Tiêu dùng,UPCOM
RTB,Công ty Cổ phần Cao su Tân Biên,Nguyên vật liệu,UPCOM
SIP,Công ty Cổ phần Đầu tư Sài Gòn VRG,Tài chính,HOSE
STC,Công ty Cổ phần Sách và Thiết bị trường học Thành phố Hồ Chí Minh,Dịch vụ Tiêu dùng,HNX
SED,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Phương Nam,Dịch vụ Tiêu dùng,HNX
TMW,Công ty Cổ phần Tổng hợp Gỗ Tân Mai,Nguyên vật liệu,UPCOM
TAW,Công ty Cổ phần Cấp nước Trung An,Tiện ích Cộng đồng,UPCOM
SEP,Công ty Cổ phần Tổng Công ty Thương mại Quảng Trị,Nguyên vật liệu,UPCOM
SHC,Công ty Cổ phần Hàng hải Sài Gòn,Công nghiệp,UPCOM
SFC,Công ty Cổ phần Nhiên liệu Sài Gòn,Tiện ích Cộng đồng,HOSE
SFI,Công ty Cổ phần Đại lý Vận tải SAFI,Công nghiệp,HOSE
SGC,Công ty Cổ phần Xuất nhập khẩu Sa Giang,Hàng Tiêu dùng,HNX
TMX,Công ty Cổ phần VICEM Thương mại Xi măng,Công nghiệp,HNX
TOT,Công ty Cổ phần Transimex Logistics,Công nghiệp,HNX
BTB,Công ty Cổ phần Bia Hà Nội - Thái Bình,Hàng Tiêu dùng,UPCOM
NSG,Công ty Cổ phần Nhựa Sài Gòn,Nguyên vật liệu,UPCOM
SGR,Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn,Tài chính,HOSE
SGS,Công ty Cổ phần Vận tải biển Sài Gòn,Công nghiệp,UPCOM
TPS,Công ty Cổ phần Bến bãi vận tải Sài Gòn,Dịch vụ Tiêu dùng,UPCOM
SHB,Ngân hàng Thương mại Cổ phần Sài Gòn – Hà Nội,Ngân hàng,HOSE
TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,Hàng Tiêu dùng,HNX
MSH,Công ty Cổ phần May Sông Hồng,Hàng Tiêu dùng,HOSE
SHP,Công ty Cổ phần Thủy điện Miền Nam,Tiện ích Cộng đồng,HOSE
SHS,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,Tài chính,HNX
TMP,Công ty Cổ phần Thủy điện Thác Mơ,Tiện ích Cộng đồng,HOSE
SBV,Công ty Cổ phần Siam Brothers Việt Nam,Dịch vụ Tiêu dùng,HOSE
TBW,Công ty cổ phần Nước sạch Thái Bình,Tiện ích Cộng đồng,UPCOM
SII,Công ty Cổ phần Hạ tầng Nước Sài Gòn,Tiện ích Cộng đồng,UPCOM
SIV,Công ty Cổ phần SIVICO,Công nghiệp,UPCOM
SJ1,Công ty Cổ phần Nông nghiệp Hùng Hậu,Hàng Tiêu dùng,HNX
SJC,Công ty Cổ phần Sông Đà 1.01,Công nghiệp,UPCOM
SJD,Công ty Cổ phần Thủy điện Cần Đơn,Tiện ích Cộng đồng,HOSE
SJE,Công ty Cổ phần Sông Đà 11,Công nghiệp,HNX
SJF,Công ty Cổ phần Đầu tư Sao Thái Dương,Nguyên vật liệu,UPCOM
SJM,Công ty Cổ phần Sông Đà 19,Công nghiệp,UPCOM
SJS,Công ty Cổ phần SJ Group,Tài chính,HOSE
SKG,Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang,Dịch vụ Tiêu dùng,HOSE
SKN,Công ty Cổ phần Nước giải khát Sanna Khánh Hòa,Hàng Tiêu dùng,UPCOM
SLS,Công ty Cổ phần Mía đường Sơn La,Hàng Tiêu dùng,HNX
SMA,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,Tiện ích Cộng đồng,HOSE
SMT,Công ty Cổ phần SAMETEL,Công nghệ Thông tin,HNX
SNC,Công ty Cổ phần Xuất nhập khẩu Thủy sản Năm Căn,Hàng Tiêu dùng,UPCOM
SMN,Công ty Cổ phần Sách và thiết bị giáo dục Miền Nam,Dịch vụ Tiêu dùng,HNX
SNZ,Tổng Công ty Cổ phần Phát triển Khu Công nghiệp,Công nghiệp,UPCOM
TCR,Công ty Cổ phần Công nghiệp Gốm sứ TAICERA,Công nghiệp,HOSE
SJG,Tổng Công ty Sông Đà,Công nghiệp,UPCOM
G36,Tổng Công ty 36 - Công ty Cổ phần,Công nghiệp,UPCOM
VCP,Công ty Cổ phần Xây dựng và Năng lượng VCP,Tiện ích Cộng đồng,UPCOM
TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,Ngân hàng,HOSE
BCF,Công ty Cổ phần Thực phẩm Bích Chi,Hàng Tiêu dùng,HNX
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,Nguyên vật liệu,HOSE
SPB,Công ty Cổ phần Sợi Phú Bài,Hàng Tiêu dùng,UPCOM
SPD,Công ty Cổ phần Xuất nhập khẩu Thủy sản Miền Trung,Hàng Tiêu dùng,UPCOM
SP2,Công ty Cổ phần Thủy điện Sử Pán 2,Tiện ích Cộng đồng,UPCOM
SPM,Công ty Cổ phần S.P.M,Dược phẩm và Y tế,HOSE
ISH,Công ty Cổ phần Thủy điện Srok Phu Miêng IDICO,Tiện ích Cộng đồng,UPCOM
TTT,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,Dịch vụ Tiêu dùng,HNX
SRA,Công ty Cổ phần SARA Việt Nam,Công nghệ Thông tin,HNX
SRB,Công ty Cổ phần Tập đoàn Sara,Công nghệ Thông tin,UPCOM
SRC,Công ty Cổ phần Cao su Sao Vàng,Hàng Tiêu dùng,HOSE
TSG,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,Công nghiệp,UPCOM
S4A,Công ty Cổ phần Thủy điện Sê San 4A,Tiện ích Cộng đồng,HOSE
SSC,Công ty Cổ phần Giống cây trồng Miền Nam,Hàng Tiêu dùng,HOSE
SSF,Công ty Cổ phần Giáo dục G Sài Gòn,Hàng Tiêu dùng,UPCOM
SSG,Công ty Cổ phần Vận tải Biển Hải Âu,Công nghiệp,UPCOM
SSM,Công ty Cổ phần Chế tạo kết cấu thép VNECO.SSM,Nguyên vật liệu,HNX
HUB,Công ty Cổ phần Xây lắp Thừa Thiên Huế,Công nghiệp,HOSE
SSN,Công ty Cổ phần Xuất nhập khẩu Thủy sản Sài Gòn,Hàng Tiêu dùng,UPCOM
ST8,Công ty Cổ phần Tập đoàn ST8,Công nghệ Thông tin,HOSE
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Ngân hàng,HOSE
STG,Công ty Cổ phần Kho Vận Miền Nam,Công nghiệp,HOSE
STP,Công ty Cổ phần Công nghiệp Thương mại Sông Đà,Công nghiệp,HNX
STW,Công ty Cổ phần Cấp nước Sóc Trăng,Tiện ích Cộng đồng,UPCOM
SVC,Công ty Cổ phần Dịch vụ tổng hợp Sài Gòn,Hàng Tiêu dùng,HOSE
SVG,Công ty Cổ phần Hơi kỹ nghệ Que hàn,Công nghiệp,UPCOM
SVH,Công ty Cổ phần Thủy điện Sông Vàng,Tiện ích Cộng đồng,UPCOM
SVI,Công ty Cổ phần Bao bì Biên Hòa,Công nghiệp,HOSE
SVT,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,Dịch vụ Tiêu dùng,HOSE
MTB,Công ty Cổ phần Môi trường và Công trình đô thị tỉnh Thái Bình,Công nghiệp,UPCOM
SZL,Công ty Cổ phần Sonadezi Long Thành,Tài chính,HOSE
TA6,Công ty Cổ phần Đầu tư và Xây lắp Thành An 665,Công nghiệp,UPCOM
TA9,Công ty Cổ phần Xây lắp Thành An 96,Công nghiệp,HNX
TAL,Công Ty Cổ Phần Đầu Tư Bất Động Sản Taseco,Tài chính,HOSE
VTR,Công ty Cổ phần Du lịch Vietravel,Dịch vụ Tiêu dùng,UPCOM
TB8,Công ty Cổ phần Sản xuất và Kinh doanh Vật tư Thiết bị - VVMI,Công nghiệp,UPCOM
TKA,Công ty Cổ phần Bao bì Tân Khánh An,Công nghiệp,UPCOM
TBD,Tổng công ty Thiết bị điện Đông Anh - Công ty Cổ phần,Công nghiệp,UPCOM
UDJ,Công ty Cổ phần Phát triển Đô thị,Công nghiệp,UPCOM
TBC,Công ty Cổ phần Thủy điện Thác Bà,Tiện ích Cộng đồng,HOSE
TBH,Công ty Cổ phần Tổng Bách Hóa,Công nghiệp,UPCOM
TCM,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công,Hàng Tiêu dùng,HOSE
TBX,Công ty Cổ phần Xi măng Thái Bình,Công nghiệp,HNX
TCB,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam,Ngân hàng,HOSE
TCI,Công ty Cổ phần Chứng khoán Thành Công,Tài chính,HOSE
TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,Dịch vụ Tiêu dùng,HOSE
TCL,Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Công nghiệp,HOSE
DTH,Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa,Dược phẩm và Y tế,UPCOM
TCO,Công ty Cổ phần TCO Holdings,Hàng Tiêu dùng,HOSE
TTD,Công ty Cổ phần Bệnh viện Tim Tâm Đức,Dược phẩm và Y tế,UPCOM
TCW,Công ty Cổ phần Kho Vận Tân Cảng,Công nghiệp,UPCOM
TDC,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Tài chính,HOSE
TDS,Công ty Cổ phần Thép Thủ Đức - VNSTEEL,Nguyên vật liệu,UPCOM
GTD,Công ty Cổ phần Giầy Thượng Đình,Hàng Tiêu dùng,UPCOM
TDG,Công ty Cổ phần Đầu tư TDG Global,Tiện ích Cộng đồng,HOSE
TDM,Công ty Cổ phần Nước Thủ Dầu Một,Tiện ích Cộng đồng,HOSE
NTH,Công ty Cổ phần Thủy điện Nước Trong,Tiện ích Cộng đồng,HNX
TDP,Công ty Cổ phần Thuận Đức,Công nghiệp,HOSE
TEG,Công ty Cổ phần Năng Lượng và Bất động sản Trường Thành,Tài chính,HOSE
CET,Công ty Cổ phần HTC Holding,Hàng Tiêu dùng,HNX
TED,Tổng Công ty Tư vấn Thiết kế Giao thông Vận tải - CTCP,Công nghiệp,UPCOM
TET,Công ty Cổ phần Vải sợi May mặc Miền Bắc,Hàng Tiêu dùng,HNX
TEL,Công ty Cổ phần Phát triển Công trình Viễn thông,Công nghiệp,UPCOM
TFC,Công ty Cổ phần Trang,Hàng Tiêu dùng,HNX
TGG,Công ty Cổ phần The Golden Group,Công nghiệp,UPCOM
TGP,Công ty Cổ phần Trường Phú,Công nghiệp,UPCOM
TH1,Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,Dịch vụ Tiêu dùng,UPCOM
TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Tiện ích Cộng đồng,UPCOM
THN,Công ty Cổ phần Cấp nước Thanh Hóa,Tiện ích Cộng đồng,UPCOM
THB,Công ty Cổ phần Bia Hà Nội - Thanh Hóa,Hàng Tiêu dùng,HNX
THD,Công ty Cổ phần Thaiholdings,Tài chính,HNX
THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,Công nghiệp,HOSE
TNV,Công ty Cổ phần Thống Nhất Hà Nội,Hàng Tiêu dùng,UPCOM
THS,Công ty Cổ phần Thanh Hoa Sông Đà,Dịch vụ Tiêu dùng,HNX
THT,Công ty Cổ phần Than Hà Tu - Vinacomin,Nguyên vật liệu,HNX
UPH,Công ty Cổ phần Dược phẩm TW25,Dược phẩm và Y tế,UPCOM
THU,Công ty Cổ phần Môi trường và Công trình đô thị Thanh Hóa,Công nghiệp,UPCOM
TAN,Công ty Cổ phần Cà phê Thuận An,Hàng Tiêu dùng,UPCOM
TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,Nguyên vật liệu,HNX
TJC,Công ty Cổ phần Dịch vụ Vận tải và Thương mại,Công nghiệp,HNX
TIE,Công ty Cổ phần TIE,Công nghiệp,UPCOM
TIG,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,Tài chính,HNX
UXC,Công ty Cổ phần Chế biến Thủy sản Út Xi,Hàng Tiêu dùng,UPCOM
TIP,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,Tài chính,HOSE
TRT,Công ty Cổ phần RedstarCera,Công nghiệp,UPCOM
DTG,Công ty Cổ phần Dược phẩm Tipharco,Dược phẩm và Y tế,HNX
TIS,Công ty Cổ phần Gang thép Thái Nguyên,Nguyên vật liệu,UPCOM
TIX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Tài chính,HOSE
TKC,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ,Công nghiệp,UPCOM
TKU,Công ty Cổ phần Công nghiệp Tung Kuang,Nguyên vật liệu,HNX
TLT,Công ty Cổ phần Viglacera Thăng Long,Công nghiệp,UPCOM
TL4,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần,Công nghiệp,UPCOM
TCJ,Công ty Cổ phần Tô Châu,Hàng Tiêu dùng,UPCOM
GDA,Công ty Cổ phần Tôn Đông Á,Nguyên vật liệu,UPCOM
TOP,Công ty Cổ phần Phân phối Top One,Dịch vụ Tiêu dùng,UPCOM
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Công nghiệp,HOSE
TLG,Công ty Cổ phần Tập đoàn Thiên Long,Hàng Tiêu dùng,HOSE
TTL,Tổng Công ty Thăng Long - Công ty Cổ phần,Công nghiệp,HNX
TCD,Công ty cổ phần Tập đoàn Xây dựng Tracodi,Công nghiệp,HOSE
TV1,Công ty Cổ phần Tư vấn Xây dựng Điện 1,Công nghiệp,UPCOM
TLI,Công ty Cổ phần May Quốc tế Thắng Lợi,Hàng Tiêu dùng,UPCOM
TPP,Công ty Cổ phần Tân Phú Việt Nam,Công nghiệp,HNX
THP,Công ty Cổ phần Thủy sản và Thương mại Thuận Phước,Hàng Tiêu dùng,UPCOM
VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,Tài chính,UPCOM
TMC,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,Tiện ích Cộng đồng,HNX
TSB,Công ty Cổ phần Ắc quy Tia Sáng,Công nghiệp,HNX
TTZ,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Công nghiệp,UPCOM
FCC,Công ty Cổ phần Liên hợp Thực phẩm,Tài chính,UPCOM
TRC,Công ty Cổ phần Cao su Tây Ninh,Nguyên vật liệu,HOSE
TSD,Công ty Cổ phần Du lịch Trường Sơn Coecco,Dịch vụ Tiêu dùng,UPCOM
TMS,Công ty Cổ phần Transimex,Công nghiệp,HOSE
TMT,Công ty Cổ phần Ô tô TMT,Hàng Tiêu dùng,HOSE
VE8,Công ty Cổ phần Xây dựng Điện Vneco 8,Công nghiệp,UPCOM
TAR,Công ty Cổ phần Nông nghiệp Công nghệ cao Trung An,Hàng Tiêu dùng,UPCOM
TN1,Công ty Cổ phần Rox Key Holdings,Tài chính,HOSE
TNA,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,Nguyên vật liệu,UPCOM
TTC,Công ty Cổ phần Gạch men Thanh Thanh,Công nghiệp,HNX
TNB,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,Nguyên vật liệu,UPCOM
STH,Công ty Cổ phần Phát hành sách Thái Nguyên,Dịch vụ Tiêu dùng,UPCOM
TNC,Công ty Cổ phần Cao su Thống Nhất,Nguyên vật liệu,HOSE
BAX,Công ty Cổ phần Thống Nhất,Công nghiệp,HNX
TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Công nghệ Thông tin,UPCOM
TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,Tiện ích Cộng đồng,HOSE
TNS,Công ty Cổ phần Thép tấm lá Thống Nhất,Nguyên vật liệu,UPCOM
TNI,Công ty Cổ phần Tập đoàn Thành Nam,Nguyên vật liệu,HOSE
TTB,Công ty Cổ phần TTBGROUP,Công nghiệp,UPCOM
VEF,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,Tài chính,UPCOM
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Nguyên vật liệu,HOSE
TNM,Công ty Cổ phần Xuất nhập khẩu và Xây dựng Công trình,Công nghiệp,UPCOM
TNP,Công ty Cổ phần Cảng Thị Nại,Công nghiệp,UPCOM
TNT,Công ty Cổ phần Tập đoàn TNT,Công nghiệp,HOSE
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Công nghiệp,HOSE
TV4,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Công nghiệp,HNX
TVA,Công ty cổ phần Sứ Viglacera Thanh Trì,Công nghiệp,UPCOM
TVD,Công ty Cổ phần Than Vàng Danh - Vinacomin,Nguyên vật liệu,HNX
TVS,Công ty Cổ phần Chứng khoán Thiên Việt,Tài chính,HOSE
VE3,Công ty Cổ phần Xây dựng điện VNECO 3,Công nghiệp,HNX
TXM,Công ty Cổ phần VICEM Thạch cao Xi Măng,Công nghiệp,HNX
TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Công nghiệp,HOSE
TRA,Công ty Cổ phần Traphaco,Dược phẩm và Y tế,HOSE
VCS,Công ty Cổ phần VICOSTONE,Công nghiệp,HNX
TR1,Công ty Cổ phần Vận Tải 1 Traco,Công nghiệp,UPCOM
VGC,Tổng Công ty Viglacera - Công ty Cổ phần,Công nghiệp,HOSE
VGP,Công ty Cổ phần Cảng Rau Quả,Công nghiệp,HNX
VCX,Công ty Cổ phần Xi măng Yên Bình,Công nghiệp,UPCOM
TRS,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,Công nghiệp,UPCOM
VAV,Công ty Cổ phần VIWACO,Tiện ích Cộng đồng,UPCOM
TDF,Công ty Cổ phần Trung Đô,Công nghiệp,UPCOM
UCT,Công ty Cổ phần Đô thị Cần Thơ,Công nghiệp,UPCOM
VE2,Công ty Cổ phần Xây dựng Điện VNECO 2,Công nghiệp,UPCOM
TVB,Công ty Cổ phần Chứng khoán T-Cap,Tài chính,HOSE
TS4,Công ty Cổ phần Thủy sản số 4,Hàng Tiêu dùng,UPCOM
VHC,Công ty Cổ phần Vĩnh Hoàn,Hàng Tiêu dùng,HOSE
TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Nguyên vật liệu,HOSE
UEM,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,Công nghiệp,UPCOM
VHG,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,Công nghiệp,UPCOM
TTG,Công ty Cổ phần May Thanh Trì,Hàng Tiêu dùng,UPCOM
VC3,Công ty Cổ phần Tập đoàn Nam Mê Kông,Tài chính,HNX
UIC,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,Tiện ích Cộng đồng,HOSE
UNI,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt,Công nghệ Thông tin,HNX
TTN,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,Viễn thông,UPCOM
VIF,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,Nguyên vật liệu,HNX
GND,Công ty Cổ phần Gạch ngói Đồng Nai,Công nghiệp,UPCOM
TQW,Công ty Cổ phần Cấp thoát nước Tuyên Quang,Tiện ích Cộng đồng,UPCOM
UPC,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,Tiện ích Cộng đồng,UPCOM
TV3,Công ty Cổ phần Tư vấn Xây dựng Điện 3,Công nghiệp,HNX
TV6,Công ty Cổ phần Tập đoàn EMA LAND,Tài chính,UPCOM
VHL,Công ty Cổ phần Viglacera Hạ Long,Công nghiệp,HNX
TVC,Công ty Cổ phần Tập đoàn Quản lý tài sản T-Corp,Tài chính,HNX
TVG,Công ty Cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,Công nghiệp,UPCOM
VIB,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,Ngân hàng,HOSE
TNW,Công ty Cổ phần Nước sạch Thái Nguyên,Tiện ích Cộng đồng,UPCOM
USC,Công ty Cổ phần Khảo sát và Xây dựng - USCO,Công nghiệp,UPCOM
UDC,Công ty Cổ phần Đầu tư Xây dựng UDCons,Công nghiệp,UPCOM
USD,Công ty Cổ phần Công trình Đô thị Sóc Trăng,Công nghiệp,UPCOM
UMC,Công ty Cổ phần Công trình đô thị Nam Định,Công nghiệp,UPCOM
UTT,Công ty Cổ phần Môi trường Đô thị Thanh Trì,Công nghiệp,UPCOM
VIC,Tập đoàn Vingroup - Công ty CP,Tài chính,HOSE
V12,Công ty Cổ phần Xây dựng số 12,Công nghiệp,HNX
V15,Công ty Cổ phần Xây dựng số 15,Công nghiệp,UPCOM
V21,Công ty Cổ phần Vinaconex 21,Tài chính,HNX
VAB,Ngân hàng Thương mại Cổ phần Việt Á,Ngân hàng,HOSE
VAF,Công ty Cổ phần Phân lân nung chảy Văn Điển,Nguyên vật liệu,HOSE
PAT,Công ty Cổ phần Phốt pho Apatit Việt Nam,Nguyên vật liệu,UPCOM
VBC,"Công ty Cổ phần Nhựa, Bao bì Vinh",Công nghiệp,HNX
TVT,Tổng Công ty Việt Thắng - CTCP,Hàng Tiêu dùng,HOSE
VID,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,Nguyên vật liệu,HOSE
VBH,Công ty Cổ phần Điện tử Bình Hòa,Công nghiệp,UPCOM
VC1,Công ty Cổ phần Xây dựng số 1,Công nghiệp,HNX
VC2,Công ty Cổ phần Đầu tư và Xây dựng VINA2,Công nghiệp,HNX
VC5,Công ty Cổ phần Xây dựng Số 5,Công nghiệp,UPCOM
VC6,Công ty cổ phần Xây dựng và Đầu tư Visicons,Công nghiệp,HNX
VC7,Công ty Cổ phần Tập đoàn BGI,Công nghiệp,HNX
VC9,Công ty Cổ phần Xây dựng số 9 - VC9,Công nghiệp,HNX
VCA,Công ty Cổ phần Thép VICASA - VNSTEEL,Nguyên vật liệu,HOSE
SB1,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,Hàng Tiêu dùng,UPCOM
VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng,HOSE
MBG,Công ty Cổ phần Tập đoàn MBG,Công nghiệp,HNX
VCC,Công ty Cổ phần Vinaconex 25,Công nghiệp,HNX
CCV,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,Công nghiệp,UPCOM
VCF,Công ty Cổ phần VinaCafé Biên Hòa,Hàng Tiêu dùng,HOSE
MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,Nguyên vật liệu,HNX
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Công nghiệp,HOSE
VIH,Công ty Cổ phần Viglacera Hà Nội,Công nghiệp,UPCOM
CLM,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,Nguyên vật liệu,HNX
VCM,Công ty Cổ phần BV Life,Công nghiệp,HNX
DVM,Công ty Cổ phần Dược liệu Việt Nam,Dược phẩm và Y tế,HNX
VTD,Công ty Cổ phần Vietourist Holdings,Dịch vụ Tiêu dùng,UPCOM
VCI,Công ty Cổ phần Chứng khoán Vietcap,Tài chính,HOSE
VCT,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,Công nghiệp,UPCOM
VDB,Công ty Cổ phần Vận tải và Chế biến Than Đông Bắc,Nguyên vật liệu,UPCOM
VDL,Công ty Cổ phần Thực phẩm Lâm Đồng,Hàng Tiêu dùng,HNX
VDN,Công ty Cổ phần Vinatex Đà Nẵng,Hàng Tiêu dùng,UPCOM
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,Tài chính,HOSE
VDT,Công ty Cổ phần Lưới thép Bình Tây,Nguyên vật liệu,UPCOM
VE1,Công ty Cổ phần Xây dựng điện VNECO 1,Công nghiệp,HNX
VE4,Công ty Cổ phần Xây dựng điện VNECO4,Công nghiệp,HNX
VE9,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9,Công nghiệp,UPCOM
VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Công nghiệp,UPCOM
VEC,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,Công nghệ Thông tin,UPCOM
VES,Công ty Cổ phần Đầu tư và Xây dựng Điện MÊ CA VNECO,Tài chính,UPCOM
VFC,Công ty Cổ phần VINAFCO,Công nghiệp,UPCOM
VFG,Công ty Cổ phần Khử trùng Việt Nam,Nguyên vật liệu,HOSE
VFR,Công ty Cổ phần Vận tải và Thuê tàu,Công nghiệp,UPCOM
VFS,Công ty Cổ phần Chứng khoán Nhất Việt,Tài chính,HNX
VGS,Công ty Cổ phần Ống thép Việt - Đức VG PIPE,Nguyên vật liệu,HNX
VUA,Công ty Cổ phần Chứng khoán Stanley Brothers,Tài chính,UPCOM
NDT,Tổng Công ty Cổ phần Dệt may Nam Định,Hàng Tiêu dùng,UPCOM
VHF,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà,Hàng Tiêu dùng,UPCOM
VHH,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt,Công nghiệp,UPCOM
PVO,Công ty Cổ phần Dầu nhờn PV Oil,Nguyên vật liệu,UPCOM
VDP,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,Dược phẩm và Y tế,HOSE
VMT,Công ty Cổ phần Giao nhận Vận tải Miền Trung,Công nghiệp,UPCOM
VIE,Công ty Cổ phần Công nghệ Viễn thông VI TE CO,Công nghệ Thông tin,UPCOM
VJC,Công ty Cổ phần Hàng không Vietjet,Dịch vụ Tiêu dùng,HOSE
VIG,Công ty Cổ phần Chứng khoán Đầu tư Tài chính Việt Nam,Tài chính,HNX
VPS,Công ty Cổ phần Thuốc sát trùng Việt Nam,Nguyên vật liệu,HOSE
VGR,Công ty Cổ phần Cảng xanh VIP,Công nghiệp,UPCOM
VLC,Tổng Công ty Chăn nuôi Việt Nam - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
VIM,Công ty Cổ phần Khoáng sản Viglacera,Nguyên vật liệu,UPCOM
TVM,Công ty Cổ phần Tư vấn đầu tư Mỏ và công nghiệp - Vinacomin,Công nghiệp,UPCOM
TMG,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,Nguyên vật liệu,UPCOM
VIN,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,Công nghiệp,UPCOM
VIR,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,Dịch vụ Tiêu dùng,UPCOM
DTK,Tổng Công ty Điện lực TKV - Công ty Cổ phần,Tiện ích Cộng đồng,HNX
VHE,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Dược phẩm và Y tế,HNX
VHD,Công ty Cổ phần Đầu tư phát triển nhà và đô thị VINAHUD,Tài chính,UPCOM
